Compound_No,SMILES,Value,FP_12,FP_13,FP_50,FP_336,FP_481,FP_516,FP_653,FP_880,FP_1188,FP_1192,FP_1540,FP_1673,FP_1713,FP_1893,FP_2037,PubchemFP259,PubchemFP308,PubchemFP548,PubchemFP617,PubchemFP639,APC2D1_C_C,APC2D1_C_N,APC2D1_C_O,APC2D2_C_N,APC2D2_C_O,APC2D3_C_C,APC2D3_C_N,APC2D3_C_O,APC2D3_C_S,APC2D4_C_N,APC2D4_C_O,APC2D4_C_S,APC2D5_C_C,APC2D5_C_N,APC2D5_C_O,APC2D5_C_S,APC2D5_N_O,APC2D6_C_N,APC2D7_C_C,APC2D7_C_N,APC2D7_C_O,APC2D7_C_X,APC2D7_O_O,APC2D8_C_O,APC2D9_C_C,APC2D9_C_N,APC2D9_C_O,APC2D9_N_N,APC2D10_C_N,APC2D10_C_S,APC2D10_N_O
230,Cc1ccc(S(=O)(=O)N(C)Cc2cc(C(CC(=O)O)c3ccc4c(c3)nnn4C)ccc2Cl)cc1,6.26,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,24,5,2,9,4,32,11,10,3,9,10,3,29,7,14,3,0,10,23,11,10,5,0,4,19,5,10,1,1,1,0
231,CCn1cc(CCC(CC(=O)O)c2ccc(C)c(CN3CC(C)Cc4ccncc4S3(=O)=O)c2)nn1,7.26,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,24,7,2,12,4,34,12,10,4,9,12,4,31,10,14,3,0,11,30,12,10,0,0,6,24,8,8,1,5,1,0
232,Cc1ccc([C@@H](NC(=O)Cc2ccc(Cc3ncccc3C)cc2)[C@@H](C)C(=O)O)cc1.Cl,6.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,26,4,3,6,3,32,8,6,0,6,6,0,28,5,12,0,0,3,26,2,6,0,0,8,18,1,5,1,4,0,0
233,CC[C@@H]1CN(Cc2cc(C(CC(=O)O)c3ccc(C(C)=O)cc3C)ccc2C)S(=O)(=O)c2ccccc2O1,7.26,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,30,2,5,3,10,44,5,15,4,6,16,4,45,3,19,4,0,2,39,3,15,0,0,13,29,1,14,0,1,1,0
234,CN(C)C(=O)c1cccc(-c2cccc(-n3ncc(C(=O)O)c3C3CC3)c2)c1,6.43,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,21,6,3,9,3,27,11,8,0,8,4,0,28,6,8,0,0,6,20,6,6,0,0,5,14,3,5,1,5,0,0
235,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c(OCC(=O)N3CCN(C)CC3)c2)cc1,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,23,10,11,13,16,34,8,24,10,10,33,6,39,7,31,3,1,5,34,11,33,0,2,26,35,12,27,1,9,6,2
236,Cc1ccc(C(CC(=O)O)c2ccc3c(c2)CC(C)(C)C3=O)cc1CN1C[C@@H](C)Oc2ccccc2S1(=O)=O,7.26,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,32,2,5,3,10,46,5,17,4,5,16,4,44,3,18,3,0,2,41,3,17,0,0,15,31,2,16,0,2,2,0
237,CC[C@@H]1CN(Cc2cc(C(CC(=O)O)c3ccc(F)cc3F)ccc2C)S(=O)(=O)c2ccccc2O1,7.26,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,27,2,4,3,8,37,5,13,4,6,14,4,39,3,17,4,0,2,32,3,13,5,0,8,24,1,10,0,0,1,0
238,Cc1c(C(CC(=O)O)c2ccc3c(c2)C(N2CC(C)Cc4ccccc4S2(=O)=O)CC3)ccc2c1nnn2C,6.26,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,31,5,2,11,4,45,15,10,6,11,16,5,48,7,18,2,0,9,38,11,10,0,0,8,27,7,10,1,5,1,0
239,COc1ccc(S(=O)(=O)N(CC(N)=O)c2cc(CCC(=O)O)c(N(CC(N)=O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,7.03,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,28,6,8,10,12,37,11,22,10,14,26,9,52,12,28,8,4,14,49,18,34,0,0,28,32,7,28,0,8,4,6
240,COc1ccc(S(=O)(=O)Nc2ccc(N3C[C@H](c4ccccc4)C[C@H]3C(=O)O)c3ccccc23)cc1,6.03,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,28,4,4,8,6,37,9,10,4,10,15,4,37,5,14,3,0,3,33,5,15,0,0,10,25,4,9,0,3,2,0
241,O=S(=O)(CCCCN=C=S)c1ccccc1,4.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,1,4,8,1,6,4,1,6,3,7,0,4,1,0,1,4,2,2,0,0,0,2,1,0,0,0,2,0
242,CCn1cc(CCC(CC(=O)O)c2ccc(C)c(CN3CC(C)Cc4ccc(F)cc4S3(=O)=O)c2)nn1,7.26,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,26,5,2,10,4,35,11,10,5,9,14,4,34,7,14,3,0,9,32,10,10,2,0,6,26,6,8,1,3,1,0
243,COc1cc(C(CC(=O)O)c2ccc(C)c(CN(C)S(=O)(=O)c3ccccc3)c2)cc2nnn(C)c12,7.26,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,24,5,4,9,6,35,11,12,3,11,13,3,34,9,16,3,0,9,29,11,12,0,2,10,21,6,11,1,4,1,0
244,COc1cc(OC)c(S(=O)(=O)N(CC(=O)O)c2ccc(OC(C(=O)O)c3ccccc3)c3ccccc23)c(OC)c1,6.19,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,26,2,12,4,16,37,5,21,5,5,26,6,40,4,38,3,1,1,40,3,30,0,6,23,27,2,15,0,1,2,0
245,Cc1c(C(CC(=O)O)c2ccc3c(c2)C(N2CC(C)Cc4ccc(Br)cc4S2(=O)=O)CC3)ccc2c1nnn2C,6.26,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,31,5,2,11,4,45,15,10,6,11,16,5,48,7,18,2,0,9,38,11,10,3,0,8,27,7,10,1,5,1,0
246,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c(OCCc3ccccc3)c2)cc1,5.99,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,28,4,10,8,15,33,8,23,10,7,30,6,41,4,29,3,0,4,37,9,30,0,2,25,39,7,27,0,3,7,0
247,Cc1ccc(C(CC(=O)O)c2ccn(C)c(=O)c2)cc1CN1C[C@@H](C)Oc2ccccc2S1(=O)=O,7.26,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,24,5,5,5,9,37,6,15,4,6,16,4,35,5,19,3,0,5,30,5,13,0,2,12,23,1,11,1,2,0,0
248,Cc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(C)cc3)c(NCC(=O)O)c2)cc1,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,23,6,6,11,10,26,10,16,10,9,26,6,34,7,28,5,2,9,30,8,22,0,0,20,21,6,26,0,3,4,0
249,Cc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(C)cc3)c(OCc3ccc(F)cc3)c2)cc1,6.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,29,4,6,8,11,31,8,20,10,7,28,6,40,4,28,5,0,7,40,8,22,1,2,21,37,5,32,0,2,5,0
250,Cc1ccc(C(CC(=O)O)c2ccc3c(nnn3C)c2Cl)cc1CN1C[C@@H](C)Oc2ccccc2S1(=O)=O,7.26,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,26,5,4,10,8,38,12,12,4,10,14,4,37,7,17,3,0,9,31,11,13,2,0,8,24,6,12,1,3,1,0
251,O=C(CC1CCCCC1)NCCCCN=C=S,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,1,3,1,11,3,2,1,4,3,1,7,2,3,1,0,3,7,1,0,0,0,1,4,2,0,0,2,1,0
252,Cc1ccc(C(CC(=O)OC2CCN(C)CC2)c2ccc3c(nnn3C)c2C)cc1CN1CCN(C)c2ccccc2S1(=O)=O,5.26,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,30,11,3,15,6,50,15,13,4,15,14,4,46,9,19,3,0,12,50,15,11,0,0,6,44,17,10,1,19,2,0
253,CCn1cc(CCC(CC(=O)O)c2ccc(C)c(CN3CCCc4ccccc4S3(=O)=O)c2)nn1,7.26,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,25,5,2,10,4,34,10,10,5,9,14,3,31,7,12,3,0,9,29,10,10,0,0,6,24,6,8,1,3,1,0
254,Cc1ccc(C(CC(=O)O)c2cccc(F)c2)cc1CN1C[C@@H](C)Oc2ccccc2S1(=O)=O,6.26,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,26,2,4,3,8,36,5,12,4,5,14,4,36,3,17,3,0,2,29,3,13,2,0,8,22,1,10,0,0,1,0
255,COc1ccc(S(=O)(=O)N(CC(=O)O)c2cc(CCC(N)=O)c(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,7.22,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,28,5,9,9,13,37,12,21,10,13,27,9,52,8,32,8,0,5,49,9,43,0,0,29,32,9,26,0,6,4,2
256,Cc1cc(C)c(S(=O)(=O)N(CC(N)=O)c2ccc(OC(C(=O)O)c3ccccc3)c3ccccc23)c(C)c1,5.88,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,29,3,5,5,9,37,5,15,7,8,26,4,41,5,21,4,3,7,42,9,17,0,2,8,23,4,12,0,3,2,0
257,CCCN(Cc1cc(C(CC(=O)OC)c2ccc3c(c2)nnn3C)ccc1Cl)S(=O)(=O)c1cccnc1,5.26,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,23,7,3,12,4,31,13,11,3,8,10,4,35,9,16,2,0,11,29,14,10,6,0,4,20,10,10,1,3,2,0
258,COc1ccc(S(=O)(=O)N(CC(=O)O)c2cc(-c3ccccc3)c(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,7.29,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,32,4,8,8,12,43,11,20,10,13,26,9,59,8,30,9,0,5,62,7,46,0,0,32,44,4,27,0,2,4,0
259,CCn1cc(CCC(CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4cccnc4S3(=O)=O)c2)nn1,7.26,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,22,7,4,12,8,32,10,9,4,12,14,4,31,9,15,3,0,11,26,13,13,0,0,8,22,8,10,1,5,1,0
260,O=C(NCCCCN=C=S)OCc1ccncc1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,6,3,4,1,8,4,5,1,4,5,1,6,2,4,1,1,5,7,0,0,0,0,2,5,2,0,0,3,1,0
261,Cc1ccc(C(CC(=O)O)c2ccc3c(nnn3C)c2C)cc1CN1CC2CCCCC2CS1(=O)=O,7.26,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,27,5,2,10,4,41,12,8,3,12,10,4,35,7,16,4,0,9,30,11,10,0,0,6,23,6,10,1,3,1,0
262,Cc1ccc(C(CCc2cccnc2)CC(=O)O)cc1CN1C[C@@H](C)Oc2ccccc2S1(=O)=O,6.26,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,26,4,4,5,8,35,7,12,4,6,14,4,35,4,15,3,0,4,33,5,15,0,0,10,24,4,10,0,2,2,0
263,Cc1ccc([C@H](CC(=O)O)NC(=O)Cc2ccc3c(c2)CCCC3)cc1,4.41,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,23,2,3,3,3,29,4,4,0,4,6,0,19,3,11,0,0,3,18,2,7,0,0,8,18,0,4,0,0,0,0
264,Cc1ccc(C(CC(=O)O)c2ccc3c(nnn3C)c2C)cc1CN1CCN(C)c2ccccc2S1(=O)=O,7.26,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,26,8,2,13,4,43,14,10,4,15,12,4,40,8,16,3,0,11,32,14,10,0,0,6,25,8,10,1,6,1,0
265,Cc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(C)cc3)c(O[C@H](C)C(=O)O)c2)cc1,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,24,4,8,8,14,27,8,20,10,7,28,6,36,5,31,5,0,6,33,4,28,0,2,27,25,4,30,0,2,4,0
266,Cc1ccc(C(CC(=O)O)c2ccc3c(nnn3C)c2C)cc1CN1C[C@@H](C)Oc2cccc(F)c2S1(=O)=O,7.26,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,27,5,4,10,8,41,13,12,4,12,14,4,41,7,17,3,0,9,33,11,13,2,0,8,25,6,12,1,3,1,0
267,COc1ccc(S(=O)(=O)Nc2ccc(NS(=O)(=O)c3ccc(OC)c(OC)c3)c3ccccc23)cc1OC,5.96,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,23,2,8,6,12,28,10,20,8,10,24,8,26,4,16,8,2,2,32,4,14,0,0,10,21,4,16,0,2,4,2
268,Cc1ccc([C@@H](NC(=O)Cc2ccc(Cc3ccccc3)cc2)[C@@H](C)C(=O)O)cc1,5.7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,27,2,3,3,3,32,5,6,0,4,6,0,28,3,12,0,0,2,26,1,6,0,0,8,17,2,6,0,2,0,0
269,Cc1ccc(CC(=O)N[C@H](c2ccc(C)c(OCC3(C#N)CC3)c2)[C@@H](C)C(=O)O)cc1,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,25,3,5,4,6,26,8,12,0,4,8,0,29,4,13,0,1,5,29,5,7,0,3,11,24,1,9,1,3,0,0
270,O=C(NCCCCN=C=S)Nc1cccnc1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,8,1,6,0,7,6,2,1,7,3,1,6,2,2,1,1,5,6,1,0,0,0,1,3,3,0,0,1,1,0
271,CC[C@@H]1CN(Cc2cc(C(CCc3cn(CC)nn3)CC(=O)O)ccc2C)S(=O)(=O)c2ccccc2O1,7.26,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,25,5,4,10,8,34,10,13,4,10,14,4,36,7,15,4,0,9,32,10,13,0,0,8,26,6,10,1,3,1,0
272,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,5.23,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,29,6,6,7,7,35,10,16,4,11,20,3,31,8,17,2,1,7,38,5,12,0,2,13,27,6,12,1,6,2,0
273,Cc1ccc(CC(=O)N[C@H](c2ccc(C)c(OCC(C)(C)C#N)c2)[C@@H](C)C(=O)O)cc1,7.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,24,3,5,4,6,26,8,12,0,4,8,0,29,4,13,0,1,5,29,5,7,0,3,11,24,1,9,1,3,0,0
274,Cc1ccc(CC(=O)N[C@H](c2ccc(C)c(OCC(C)C)c2)[C@@H](C)C(=O)O)cc1,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,23,2,5,3,6,26,5,11,0,4,8,0,27,3,13,0,1,3,27,2,7,0,3,11,21,0,9,0,0,0,0
275,Cc1ccc(C(CCc2cn(C)nn2)CC(=O)O)cc1CN1C[C@@H](C)Oc2ccccc2S1(=O)=O,6.26,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,23,5,4,9,8,32,9,12,4,8,14,4,32,7,15,3,0,9,28,10,13,0,0,8,21,6,10,1,3,1,0
276,Cc1ccc(C(CC(=O)O)c2ccc3c(c2)nnn3C)cc1CN1C[C@@H](C)Oc2ncccc2S1(=O)=O,7.26,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,24,7,4,12,7,36,14,12,3,11,12,4,36,8,17,3,0,10,29,13,13,0,0,8,22,8,12,1,5,1,0
277,C[C@@H]1CN(Cc2cc(C(CC(=O)O)c3ccc4c(c3)nnn4C)ccc2Cl)S(=O)(=O)c2ccccc2O1,7.26,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,25,5,4,10,8,35,12,12,4,9,14,4,35,7,17,2,0,9,25,11,12,6,0,6,22,5,12,1,1,1,0
278,CN(Cc1cc(C(CC(=O)O)c2ccc3c(c2)nnn3C)ccc1Cl)S(=O)(=O)c1ccc2c(c1)OCCO2,6.26,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,24,5,6,9,10,34,11,14,3,9,12,3,31,7,14,3,1,10,23,12,15,5,0,7,20,5,14,1,1,1,0
279,O=C(O)CN(c1ccc(OC(C(=O)O)c2ccccc2)c2ccccc12)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,5.32,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,26,3,6,6,12,31,7,19,5,6,27,4,37,2,26,3,1,1,34,4,20,0,6,14,18,5,16,0,4,2,0
280,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c(C)c2)cc1,5.78,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,21,4,8,8,12,25,9,20,10,7,26,7,35,2,26,3,0,2,23,6,22,0,0,14,17,4,17,0,2,4,0
281,COc1cccc(S(=O)(=O)Nc2ccc(NS(=O)(=O)c3cccc(OC)c3)c3ccccc23)c1,6.2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,23,2,4,6,8,24,10,16,8,10,18,8,22,4,16,8,2,2,32,2,8,0,0,6,17,4,10,0,2,4,2
282,Cc1ccc(C(CC(=O)OCC(=O)N(C)C)c2ccc3c(nnn3C)c2C)cc1CN1CCN(C)c2ccccc2S1(=O)=O,4.26,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,27,11,4,14,6,47,14,13,4,16,16,4,45,9,17,3,1,12,43,16,12,0,0,10,37,17,15,1,12,2,1
283,CN1CCC(SC(=S)NCCCCNC(=O)Nc2cccnc2)CC1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,11,1,8,0,13,8,2,5,9,3,4,9,5,2,5,1,5,11,3,0,0,0,1,7,6,0,0,5,2,0
284,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,5.55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,4,2,6,2,48,9,5,0,8,8,0,34,4,8,0,0,4,30,5,4,9,0,5,18,1,4,1,2,0,0
285,CCn1nnc2c(C)c(C(CC(=O)O)c3ccc(C)c(CN4C[C@@H](C)Oc5ccccc5S4(=O)=O)c3)ccc21,7.26,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,28,5,4,11,8,42,14,12,4,13,14,4,43,7,17,3,0,9,34,11,13,0,0,8,28,6,12,1,3,1,0
286,COc1cc(C(CC(=O)O)c2cccc(CN3C[C@@H](C)Oc4ccccc4S3(=O)=O)c2)cc2nnn(C)c12,7.26,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,25,5,6,10,10,37,12,14,4,10,17,4,38,9,19,2,0,9,28,11,14,0,2,10,24,5,12,1,2,1,0
287,O=C(O)CN(c1ncc(N(CC(F)(F)F)S(=O)(=O)c2ccc(F)cc2)c2ccccc12)S(=O)(=O)c1ccc(F)cc1,6.38,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,23,6,2,9,6,25,12,16,9,15,20,7,35,9,18,6,4,6,32,7,14,19,0,8,18,4,10,0,2,4,0
288,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c(OS(=O)(=O)c3ccc(-c4ccccc4)cc3)c2)cc1,6.34,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,33,4,9,8,17,38,8,30,14,6,38,9,48,3,34,5,2,5,34,10,38,0,6,39,44,6,42,0,5,7,0
289,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c(C(=O)Oc3ccccc3)c2)cc1,5.41,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,27,4,11,8,16,31,9,27,10,7,33,7,44,3,32,3,2,5,36,10,32,0,8,30,37,5,37,0,2,5,0
290,CC[C@@H]1CN(Cc2cc(C(c3ccc4c(nnn4C)c3C)C(N)C(=O)O)ccc2C)S(=O)(=O)c2ccccc2O1,7.26,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,28,6,4,12,8,42,15,13,4,17,14,4,44,12,17,4,0,12,36,12,13,0,0,8,27,8,12,1,6,1,1
291,CCc1ccc(C(CC(=O)O)c2cccc(OC)c2)cc1CN1C[C@@H](CC)Oc2ccccc2S1(=O)=O,6.26,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,28,2,6,3,10,41,5,15,4,6,16,4,42,4,19,4,0,2,39,3,17,0,2,13,31,1,13,0,1,1,0
292,O=S(=O)(CC1(N2CCC(CN=C=S)C2)COC1)c1ccccc1,4.3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,2,6,5,16,3,7,5,2,10,4,13,4,9,4,0,5,14,1,4,0,0,2,5,2,2,0,2,1,0
293,Cc1ccc(C(CC(=O)O)c2ccc3c(nnn3C)c2C(F)(F)F)cc1CN1C[C@@H](C)Oc2ccccc2S1(=O)=O,7.26,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,27,5,4,10,8,41,13,12,4,12,14,4,41,7,17,3,0,9,33,11,13,6,0,8,25,6,12,1,3,1,0
294,Cc1ccc(C(CC(=O)O)c2ccc3c(nnn3C)c2C)cc1CN1CCN(C)c2ccncc2S1(=O)=O,7.26,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,24,10,2,15,4,42,15,10,3,13,10,4,36,12,16,3,0,12,30,16,10,0,0,6,23,10,10,1,8,1,0
295,COc1ccc(S(=O)(=O)N(CC(=O)O)c2cc(CCCN(C)Cc3ccccc3)c(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,7.12,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,35,7,8,10,12,46,14,20,10,15,26,9,61,9,30,8,0,5,60,11,40,0,0,24,54,12,25,0,10,7,2
296,O=C(O)CN(c1ccc(OC(C(=O)O)c2ccccc2)c2ccccc12)S(=O)(=O)c1ccc(C(F)(F)F)cc1,5.18,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,27,2,6,4,10,33,5,15,5,5,23,4,37,2,24,4,1,2,36,2,20,0,2,10,21,2,12,0,1,2,0
297,Cc1ccc(C(c2ccc3c(nnn3C)c2C)C(C)C(=O)O)cc1CN1CCN(C)c2ccccc2S1(=O)=O,7.26,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,27,8,2,13,4,45,14,12,4,15,12,4,45,8,16,3,0,12,33,17,10,0,0,6,27,8,12,1,7,1,0
298,Cc1ccc(C(CC(=O)O)c2cc(C)c3c(nnn3C)c2F)cc1CN1C[C@@H](C)Oc2ccccc2S1(=O)=O,7.26,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,27,5,4,10,8,40,13,12,4,12,14,4,39,7,17,3,0,9,33,11,15,2,0,8,25,7,12,1,3,2,0
299,CCn1cc(CCC(CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4ccccc4S3(=O)=O)c2)cn1,7.26,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,25,5,4,9,8,35,8,12,4,7,14,4,35,5,15,3,0,6,31,8,15,0,0,8,25,6,10,0,2,2,0
300,O=S(=O)(CC1(N2CCC(CN=C=S)CC2)COC1)c1ccccc1,4.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,2,6,5,19,3,7,5,4,10,4,15,2,9,4,0,4,12,4,5,0,0,3,6,1,1,0,2,0,0
301,COc1ccc(S(=O)(=O)N(Cc2nnn[nH]2)c2ccc(N(Cc3nnn[nH]3)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,7.82,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,25,8,4,16,8,32,14,20,10,14,22,8,42,20,16,6,8,34,35,46,12,0,0,10,24,16,14,4,18,4,12
302,O=C(O)CN(c1ccc(N(CC(=O)O)S(=O)(=O)c2ccc(Cl)cc2)c2ccccc12)S(=O)(=O)c1ccc(Cl)cc1,7.37,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,25,4,4,8,8,28,10,16,10,10,24,8,40,4,28,6,0,2,35,4,24,4,0,12,18,4,12,0,2,4,0
303,CCC1CN(Cc2cccc(C(CC(=O)O)c3cc(OC)c4c(c3)nnn4C)c2)S(=O)(=O)c2ccccc2O1,7.26,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,26,5,6,10,10,38,12,15,4,11,17,4,41,9,19,3,0,9,31,11,14,0,2,10,26,5,12,1,2,1,0
304,CC[C@@H]1CN(Cc2cc(C(CCc3cn(C(C)C)nn3)CC(=O)O)ccc2C)S(=O)(=O)c2ccccc2O1,7.26,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,26,5,4,11,8,35,11,13,4,11,14,4,37,7,15,4,0,9,33,10,13,0,0,8,29,6,10,1,3,1,0
305,Cc1ccc([C@@H](NC(=O)Cc2ccc(Cn3ccccc3=O)cc2)[C@@H](C)C(=O)O)cc1,6.04,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,24,5,4,6,4,29,8,9,0,6,8,0,27,4,14,0,0,3,25,2,7,0,0,8,16,3,7,0,4,0,1
306,Cc1ccc(C(CCC(C)C)CC(=O)O)cc1CN1C[C@@H](C)Oc2ccccc2S1(=O)=O,6.26,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,24,2,4,3,8,32,5,12,4,5,14,4,33,3,15,3,0,2,28,2,15,0,0,8,20,2,8,0,0,2,0
